sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-17_fastq	EXR-TTUSC1gCrGDH-AN	6463910	Plasma	7273441	6463910	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-18_fastq	EXR-TTUSC1gCrGDH-AN	1914570	Plasma	2299306	1914570	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-19_fastq	EXR-TTUSC1gCrGDH-AN	418284	Plasma	499348	418284	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-1_fastq	EXR-TTUSC1gCrGDH-AN	3018424	Plasma	3551712	3018424	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-20_fastq	EXR-TTUSC1gCrGDH-AN	453002	Plasma	631197	453002	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-21_fastq	EXR-TTUSC1gCrGDH-AN	6045049	Plasma	9728530	6045049	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-22_fastq	EXR-TTUSC1gCrGDH-AN	975455	Plasma	1318644	975455	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-23_fastq	EXR-TTUSC1gCrGDH-AN	481447	Plasma	640474	481447	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-24_fastq	EXR-TTUSC1gCrGDH-AN	2548706	Plasma	2733714	2548706	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-2_fastq	EXR-TTUSC1gCrGDH-AN	4026416	Plasma	4790204	4026416	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-3_fastq	EXR-TTUSC1gCrGDH-AN	4347138	Plasma	5178388	4347138	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-4_fastq	EXR-TTUSC1gCrGDH-AN	1827377	Plasma	2025624	1827377	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-5_fastq	EXR-TTUSC1gCrGDH-AN	2902240	Plasma	3332919	2902240	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-6_fastq	EXR-TTUSC1gCrGDH-AN	434530	Plasma	690346	434530	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-7_fastq	EXR-TTUSC1gCrGDH-AN	955780	Plasma	1210631	955780	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-8_fastq	EXR-TTUSC1gCrGDH-AN	1960606	Plasma	2827448	1960606	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-9_fastq	EXR-TTUSC1gCrGDH-AN	8893829	Plasma	9892444	8893829	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-10_fastq	EXR-TTUSC1gCrGDH-AN	216401	Plasma	395320	216401	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-11_fastq	EXR-TTUSC1gCrGDH-AN	100935	Plasma	152362	100935	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-12_fastq	EXR-TTUSC1gCrGDH-AN	268083	Plasma	607325	268083	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-13_fastq	EXR-TTUSC1gCrGDH-AN	178337	Plasma	274813	178337	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-14_fastq	EXR-TTUSC1gCrGDH-AN	329629	Plasma	499894	329629	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-15_fastq	EXR-TTUSC1gCrGDH-AN	1123053	Plasma	1434929	1123053	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-16_fastq	EXR-TTUSC1gCrGDH-AN	831706	Plasma	1077428	831706	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-17_fastq	EXR-TTUSC1gCrGDH-AN	2238007	Plasma	2613991	2238007	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-18_fastq	EXR-TTUSC1gCrGDH-AN	901914	Plasma	1189888	901914	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-19_fastq	EXR-TTUSC1gCrGDH-AN	553196	Plasma	710549	553196	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-1_fastq	EXR-TTUSC1gCrGDH-AN	618471	Plasma	1055285	618471	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-20_fastq	EXR-TTUSC1gCrGDH-AN	382594	Plasma	589342	382594	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-21_fastq	EXR-TTUSC1gCrGDH-AN	825341	Plasma	1263137	825341	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-22_fastq	EXR-TTUSC1gCrGDH-AN	399654	Plasma	608067	399654	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-23_fastq	EXR-TTUSC1gCrGDH-AN	721248	Plasma	920197	721248	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-24_fastq	EXR-TTUSC1gCrGDH-AN	551762	Plasma	744163	551762	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-2_fastq	EXR-TTUSC1gCrGDH-AN	439020	Plasma	711618	439020	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-3_fastq	EXR-TTUSC1gCrGDH-AN	1571700	Plasma	2107464	1571700	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-4_fastq	EXR-TTUSC1gCrGDH-AN	553069	Plasma	856532	553069	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-5_fastq	EXR-TTUSC1gCrGDH-AN	688753	Plasma	965337	688753	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-6_fastq	EXR-TTUSC1gCrGDH-AN	276690	Plasma	696626	276690	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-7_fastq	EXR-TTUSC1gCrGDH-AN	465195	Plasma	675475	465195	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-8_fastq	EXR-TTUSC1gCrGDH-AN	629169	Plasma	961744	629169	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_53-9_fastq	EXR-TTUSC1gCrGDH-AN	1884235	Plasma	2244498	1884235	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-10_fastq	EXR-TTUSC1gCrGDH-AN	474374	Plasma	657445	474374	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-11_fastq	EXR-TTUSC1gCrGDH-AN	218683	Plasma	287301	218683	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-12_fastq	EXR-TTUSC1gCrGDH-AN	855200	Plasma	1049131	855200	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-13_fastq	EXR-TTUSC1gCrGDH-AN	395537	Plasma	541526	395537	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-14_fastq	EXR-TTUSC1gCrGDH-AN	1247233	Plasma	1461305	1247233	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-15_fastq	EXR-TTUSC1gCrGDH-AN	2623337	Plasma	3063551	2623337	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-16_fastq	EXR-TTUSC1gCrGDH-AN	450579	Plasma	1241117	450579	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-17_fastq	EXR-TTUSC1gCrGDH-AN	4274605	Plasma	4910077	4274605	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-18_fastq	EXR-TTUSC1gCrGDH-AN	1159706	Plasma	1995482	1159706	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-19_fastq	EXR-TTUSC1gCrGDH-AN	485164	Plasma	635578	485164	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-1_fastq	EXR-TTUSC1gCrGDH-AN	1316475	Plasma	1621516	1316475	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-20_fastq	EXR-TTUSC1gCrGDH-AN	733668	Plasma	921102	733668	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-21_fastq	EXR-TTUSC1gCrGDH-AN	2620187	Plasma	3398256	2620187	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-22_fastq	EXR-TTUSC1gCrGDH-AN	2730852	Plasma	3123059	2730852	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-23_fastq	EXR-TTUSC1gCrGDH-AN	2999526	Plasma	3295134	2999526	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-24_fastq	EXR-TTUSC1gCrGDH-AN	908202	Plasma	1101380	908202	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-2_fastq	EXR-TTUSC1gCrGDH-AN	758446	Plasma	965455	758446	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-3_fastq	EXR-TTUSC1gCrGDH-AN	2006702	Plasma	2586794	2006702	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-4_fastq	EXR-TTUSC1gCrGDH-AN	635588	Plasma	831102	635588	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-5_fastq	EXR-TTUSC1gCrGDH-AN	841998	Plasma	1086846	841998	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-6_fastq	EXR-TTUSC1gCrGDH-AN	2232216	Plasma	2491298	2232216	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-7_fastq	EXR-TTUSC1gCrGDH-AN	1507848	Plasma	1727091	1507848	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-8_fastq	EXR-TTUSC1gCrGDH-AN	1638133	Plasma	1973015	1638133	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_54-9_fastq	EXR-TTUSC1gCrGDH-AN	2662975	Plasma	3409272	2662975	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-10_fastq	EXR-TTUSC1gCrGDH-AN	1526552	Plasma	1924577	1526552	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-11_fastq	EXR-TTUSC1gCrGDH-AN	520663	Plasma	655465	520663	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-12_fastq	EXR-TTUSC1gCrGDH-AN	1194248	Plasma	2303114	1194248	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-13_fastq	EXR-TTUSC1gCrGDH-AN	936891	Plasma	1157710	936891	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-14_fastq	EXR-TTUSC1gCrGDH-AN	939070	Plasma	1591882	939070	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-15_fastq	EXR-TTUSC1gCrGDH-AN	1389709	Plasma	1858357	1389709	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-16_fastq	EXR-TTUSC1gCrGDH-AN	3138902	Plasma	3670601	3138902	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-17_fastq	EXR-TTUSC1gCrGDH-AN	6119881	Plasma	6768291	6119881	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-18_fastq	EXR-TTUSC1gCrGDH-AN	4419884	Plasma	5149935	4419884	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-19_fastq	EXR-TTUSC1gCrGDH-AN	298392	Plasma	478904	298392	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-1_fastq	EXR-TTUSC1gCrGDH-AN	2354316	Plasma	2889334	2354316	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-20_fastq	EXR-TTUSC1gCrGDH-AN	929048	Plasma	1330597	929048	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-21_fastq	EXR-TTUSC1gCrGDH-AN	2242421	Plasma	2779326	2242421	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-22_fastq	EXR-TTUSC1gCrGDH-AN	2217935	Plasma	2637179	2217935	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-23_fastq	EXR-TTUSC1gCrGDH-AN	781232	Plasma	1043371	781232	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-24_fastq	EXR-TTUSC1gCrGDH-AN	1898999	Plasma	2418387	1898999	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-2_fastq	EXR-TTUSC1gCrGDH-AN	1472627	Plasma	5946254	1472627	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-3_fastq	EXR-TTUSC1gCrGDH-AN	2921586	Plasma	3650897	2921586	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-4_fastq	EXR-TTUSC1gCrGDH-AN	1366176	Plasma	1843840	1366176	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-5_fastq	EXR-TTUSC1gCrGDH-AN	3892507	Plasma	4465399	3892507	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-6_fastq	EXR-TTUSC1gCrGDH-AN	1034021	Plasma	2519884	1034021	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-7_fastq	EXR-TTUSC1gCrGDH-AN	2439317	Plasma	3046091	2439317	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-8_fastq	EXR-TTUSC1gCrGDH-AN	3155379	Plasma	4216187	3155379	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_55-9_fastq	EXR-TTUSC1gCrGDH-AN	6384725	Plasma	7630827	6384725	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-10_fastq	EXR-TTUSC1gCrGDH-AN	898336	Plasma	1213613	898336	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-11_fastq	EXR-TTUSC1gCrGDH-AN	219015	Plasma	345925	219015	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-12_fastq	EXR-TTUSC1gCrGDH-AN	1249129	Plasma	1684842	1249129	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-13_fastq	EXR-TTUSC1gCrGDH-AN	1095834	Plasma	1347783	1095834	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-14_fastq	EXR-TTUSC1gCrGDH-AN	1707602	Plasma	1972492	1707602	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-15_fastq	EXR-TTUSC1gCrGDH-AN	2295660	Plasma	2849395	2295660	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-16_fastq	EXR-TTUSC1gCrGDH-AN	651118	Plasma	904369	651118	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-17_fastq	EXR-TTUSC1gCrGDH-AN	3386394	Plasma	3771060	3386394	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-18_fastq	EXR-TTUSC1gCrGDH-AN	1577118	Plasma	2496054	1577118	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-19_fastq	EXR-TTUSC1gCrGDH-AN	690429	Plasma	903048	690429	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-1_fastq	EXR-TTUSC1gCrGDH-AN	2734563	Plasma	3220725	2734563	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-20_fastq	EXR-TTUSC1gCrGDH-AN	1812175	Plasma	2369912	1812175	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-21_fastq	EXR-TTUSC1gCrGDH-AN	784945	Plasma	1167485	784945	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-22_fastq	EXR-TTUSC1gCrGDH-AN	1004772	Plasma	1463530	1004772	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-23_fastq	EXR-TTUSC1gCrGDH-AN	1250202	Plasma	1614980	1250202	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-24_fastq	EXR-TTUSC1gCrGDH-AN	934676	Plasma	1212805	934676	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-2_fastq	EXR-TTUSC1gCrGDH-AN	1213028	Plasma	1594542	1213028	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-3_fastq	EXR-TTUSC1gCrGDH-AN	2547897	Plasma	3026115	2547897	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-4_fastq	EXR-TTUSC1gCrGDH-AN	4645262	Plasma	5236527	4645262	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-5_fastq	EXR-TTUSC1gCrGDH-AN	2590821	Plasma	3099114	2590821	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-6_fastq	EXR-TTUSC1gCrGDH-AN	784021	Plasma	2818212	784021	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-7_fastq	EXR-TTUSC1gCrGDH-AN	1193506	Plasma	1742390	1193506	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-8_fastq	EXR-TTUSC1gCrGDH-AN	3064583	Plasma	3767881	3064583	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_56-9_fastq	EXR-TTUSC1gCrGDH-AN	8628909	Plasma	9400229	8628909	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-10_fastq	EXR-TTUSC1gCrGDH-AN	671334	Plasma	836130	671334	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-11_fastq	EXR-TTUSC1gCrGDH-AN	172177	Plasma	238872	172177	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-12_fastq	EXR-TTUSC1gCrGDH-AN	685332	Plasma	873110	685332	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-13_fastq	EXR-TTUSC1gCrGDH-AN	343583	Plasma	518765	343583	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-14_fastq	EXR-TTUSC1gCrGDH-AN	859224	Plasma	1072455	859224	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-15_fastq	EXR-TTUSC1gCrGDH-AN	1379470	Plasma	1767599	1379470	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-16_fastq	EXR-TTUSC1gCrGDH-AN	1136965	Plasma	1404036	1136965	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-17_fastq	EXR-TTUSC1gCrGDH-AN	1710303	Plasma	2348796	1710303	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-18_fastq	EXR-TTUSC1gCrGDH-AN	1866492	Plasma	2373589	1866492	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-19_fastq	EXR-TTUSC1gCrGDH-AN	324005	Plasma	425759	324005	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-1_fastq	EXR-TTUSC1gCrGDH-AN	1960237	Plasma	2799409	1960237	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-20_fastq	EXR-TTUSC1gCrGDH-AN	1078091	Plasma	1429995	1078091	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-21_fastq	EXR-TTUSC1gCrGDH-AN	3763450	Plasma	4895387	3763450	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-22_fastq	EXR-TTUSC1gCrGDH-AN	1716834	Plasma	2000633	1716834	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-23_fastq	EXR-TTUSC1gCrGDH-AN	807389	Plasma	979945	807389	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-24_fastq	EXR-TTUSC1gCrGDH-AN	860244	Plasma	1034738	860244	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-2_fastq	EXR-TTUSC1gCrGDH-AN	2091551	Plasma	2777229	2091551	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-3_fastq	EXR-TTUSC1gCrGDH-AN	1925146	Plasma	3043589	1925146	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-4_fastq	EXR-TTUSC1gCrGDH-AN	1652386	Plasma	2015742	1652386	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-5_fastq	EXR-TTUSC1gCrGDH-AN	2030793	Plasma	2466831	2030793	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-6_fastq	EXR-TTUSC1gCrGDH-AN	516344	Plasma	1219106	516344	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-7_fastq	EXR-TTUSC1gCrGDH-AN	843072	Plasma	1120592	843072	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-8_fastq	EXR-TTUSC1gCrGDH-AN	2882334	Plasma	3960678	2882334	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_57-9_fastq	EXR-TTUSC1gCrGDH-AN	10814692	Plasma	12181497	10814692	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-10_fastq	EXR-TTUSC1gCrGDH-AN	245789	Plasma	305850	245789	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-11_fastq	EXR-TTUSC1gCrGDH-AN	64887	Plasma	82024	64887	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-12_fastq	EXR-TTUSC1gCrGDH-AN	138158	Plasma	177478	138158	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-13_fastq	EXR-TTUSC1gCrGDH-AN	102899	Plasma	126787	102899	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-14_fastq	EXR-TTUSC1gCrGDH-AN	197451	Plasma	238411	197451	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-15_fastq	EXR-TTUSC1gCrGDH-AN	919759	Plasma	1040983	919759	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-16_fastq	EXR-TTUSC1gCrGDH-AN	380433	Plasma	501411	380433	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-17_fastq	EXR-TTUSC1gCrGDH-AN	13806514	Plasma	15862635	13806514	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-18_fastq	EXR-TTUSC1gCrGDH-AN	2147222	Plasma	2598466	2147222	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-19_fastq	EXR-TTUSC1gCrGDH-AN	114775	Plasma	134110	114775	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-1_fastq	EXR-TTUSC1gCrGDH-AN	1443846	Plasma	2393651	1443846	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-20_fastq	EXR-TTUSC1gCrGDH-AN	401638	Plasma	518017	401638	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-21_fastq	EXR-TTUSC1gCrGDH-AN	3688400	Plasma	5196649	3688400	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-22_fastq	EXR-TTUSC1gCrGDH-AN	332982	Plasma	486527	332982	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-23_fastq	EXR-TTUSC1gCrGDH-AN	277431	Plasma	327966	277431	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-24_fastq	EXR-TTUSC1gCrGDH-AN	270778	Plasma	328931	270778	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-2_fastq	EXR-TTUSC1gCrGDH-AN	7275443	Plasma	8376000	7275443	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-3_fastq	EXR-TTUSC1gCrGDH-AN	7903246	Plasma	9331106	7903246	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-4_fastq	EXR-TTUSC1gCrGDH-AN	543800	Plasma	625358	543800	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-5_fastq	EXR-TTUSC1gCrGDH-AN	732435	Plasma	1079647	732435	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-6_fastq	EXR-TTUSC1gCrGDH-AN	81573	Plasma	229309	81573	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-7_fastq	EXR-TTUSC1gCrGDH-AN	142772	Plasma	355978	142772	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-8_fastq	EXR-TTUSC1gCrGDH-AN	6370126	Plasma	7416239	6370126	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_58-9_fastq	EXR-TTUSC1gCrGDH-AN	7693186	Plasma	9093221	7693186	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-10_fastq	EXR-TTUSC1gCrGDH-AN	291907	Serum	553829	291907	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-11_fastq	EXR-TTUSC1gCrGDH-AN	84672	Serum	213469	84672	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-12_fastq	EXR-TTUSC1gCrGDH-AN	108668	Serum	268732	108668	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-13_fastq	EXR-TTUSC1gCrGDH-AN	484901	Serum	649508	484901	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-14_fastq	EXR-TTUSC1gCrGDH-AN	160906	Serum	376259	160906	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-15_fastq	EXR-TTUSC1gCrGDH-AN	1177332	Serum	1909837	1177332	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-16_fastq	EXR-TTUSC1gCrGDH-AN	2505888	Serum	4703698	2505888	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-17_fastq	EXR-TTUSC1gCrGDH-AN	1639768	Serum	2553263	1639768	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-18_fastq	EXR-TTUSC1gCrGDH-AN	868231	Serum	1625850	868231	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-19_fastq	EXR-TTUSC1gCrGDH-AN	163669	Serum	307842	163669	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-1_fastq	EXR-TTUSC1gCrGDH-AN	394886	Serum	991934	394886	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-20_fastq	EXR-TTUSC1gCrGDH-AN	685606	Serum	1160476	685606	False
