sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC01_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	625006	Plasma	6748066	625006	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC02_Yr2_GTAGAG_R1_001_fastq	EXR-KJENS1RID1-AN	440215	Plasma	3612832	440215	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC04_Yr2_CCGTCC_R1_001_fastq	EXR-KJENS1RID1-AN	2934936	Plasma	11393809	2934936	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC05_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	894762	Plasma	1251945	894762	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC06_Yr2_CGGAAT_R1_001_fastq	EXR-KJENS1RID1-AN	3588194	Plasma	11114755	3588194	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC07_Yr2_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	2117274	Plasma	7027423	2117274	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC09_Yr2_TCATTC_R1_001_fastq	EXR-KJENS1RID1-AN	900256	Plasma	3135198	900256	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC10_Yr2_CTCAGA_R1_001_fastq	EXR-KJENS1RID1-AN	2382457	Plasma	6965848	2382457	False
EXR-KJENS1RID1-AN.sample_Sample_B_221_GC11_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	2362048	Plasma	12788144	2362048	False
EXR-KJENS1RID1-AN.sample_Sample_B_222_BC01_Yr2_CTAGCT_R1_001_fastq	EXR-KJENS1RID1-AN	1421276	Plasma	9075048	1421276	False
EXR-KJENS1RID1-AN.sample_Sample_B_223_BC01_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	3024410	Plasma	22329133	3024410	False
EXR-KJENS1RID1-AN.sample_Sample_B_223_BC01_Yr2_TAGCTT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	965715	Plasma	6017813	965715	False
EXR-KJENS1RID1-AN.sample_Sample_B_223_GC08_Yr2_AGTTCC_R1_001_fastq	EXR-KJENS1RID1-AN	5613350	Plasma	24840289	5613350	False
EXR-KJENS1RID1-AN.sample_Sample_B_224_BC01_Yr2_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	1200030	Plasma	1945721	1200030	False
EXR-KJENS1RID1-AN.sample_Sample_B_224_GC06_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	1021897	Plasma	10019360	1021897	False
EXR-KJENS1RID1-AN.sample_Sample_B_226_BC01_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	1048790	Plasma	2669623	1048790	False
EXR-KJENS1RID1-AN.sample_Sample_B_226_GC01_Yr2_CTAGCT_R1_001_fastq	EXR-KJENS1RID1-AN	1693972	Plasma	6835394	1693972	False
EXR-KJENS1RID1-AN.sample_Sample_B_226_GC08_Yr2_AGTCAA_R1_001_fastq	EXR-KJENS1RID1-AN	723585	Plasma	9345767	723585	False
EXR-KJENS1RID1-AN.sample_Sample_B_226_GC11_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	1560522	Plasma	11022392	1560522	False
EXR-KJENS1RID1-AN.sample_Sample_B_226_GC12_Yr2_GTCCGC_R1_001_fastq	EXR-KJENS1RID1-AN	3625131	Plasma	15750655	3625131	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_BC01_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	3466106	Plasma	9563995	3466106	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_GC01_Yr2_CAGGCG_R1_001_fastq	EXR-KJENS1RID1-AN	1186446	Plasma	3817279	1186446	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_GC04_Yr2_CATGGC_R1_001_fastq	EXR-KJENS1RID1-AN	3120521	Plasma	9132808	3120521	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_GC06_Yr2_ACTGAT_R1_001_fastq	EXR-KJENS1RID1-AN	1470398	Plasma	8405071	1470398	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_GC08_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	571425	Plasma	3303295	571425	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_GC10_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	874763	Plasma	7975405	874763	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_GC11_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	1232056	Plasma	6538017	1232056	False
EXR-KJENS1RID1-AN.sample_Sample_B_227_GC12_Yr2_GTGAAA_R1_001_fastq	EXR-KJENS1RID1-AN	274811	Plasma	1404834	274811	False
EXR-KJENS1RID1-AN.sample_Sample_B_228_GC03_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	2934892	Plasma	11426868	2934892	False
EXR-KJENS1RID1-AN.sample_Sample_S_001_PC02_TCGAAG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	6442	Saliva	4578974	6442	True
EXR-KJENS1RID1-AN.sample_Sample_S_002_PC02_CACGAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	39931	Saliva	6059441	39931	True
EXR-KJENS1RID1-AN.sample_Sample_S_004_BC01_CACTCA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	76655	Saliva	4389058	76655	True
EXR-KJENS1RID1-AN.sample_Sample_S_004_GC11_GGTAGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	13514	Saliva	5275628	13514	True
EXR-KJENS1RID1-AN.sample_Sample_S_004_GC12_CACCGG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	80190	Saliva	4931661	80190	True
EXR-KJENS1RID1-AN.sample_Sample_S_005_BC01_CAAAAG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	35730	Saliva	4771782	35730	True
EXR-KJENS1RID1-AN.sample_Sample_S_005_GC07_CAGATC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	29646	Saliva	12916201	29646	True
EXR-KJENS1RID1-AN.sample_Sample_S_006_BC01_CAGGCG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	29139	Saliva	20181722	29139	True
EXR-KJENS1RID1-AN.sample_Sample_S_006_GC06_CCGTCC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	8331	Saliva	4817156	8331	True
EXR-KJENS1RID1-AN.sample_Sample_S_006_GC07_GTAGAG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	133702	Saliva	6527522	133702	False
EXR-KJENS1RID1-AN.sample_Sample_S_006_GC11_CACGAT_R1_001_fastq	EXR-KJENS1RID1-AN	84511	Saliva	8220859	84511	True
EXR-KJENS1RID1-AN.sample_Sample_S_007_BC01_CTATAC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	97023	Saliva	18986014	97023	True
EXR-KJENS1RID1-AN.sample_Sample_S_007_GC05_TAATCG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	42324	Saliva	16352273	42324	True
EXR-KJENS1RID1-AN.sample_Sample_S_007_GC07_ATCACG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	20002	Saliva	14170053	20002	True
EXR-KJENS1RID1-AN.sample_Sample_S_007_GC10_TATAAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	26351	Saliva	5125818	26351	True
EXR-KJENS1RID1-AN.sample_Sample_S_007_PC02_TACAGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	11908	Saliva	5933195	11908	True
EXR-KJENS1RID1-AN.sample_Sample_S_011_BC01_ATGAGC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	35463	Saliva	22462532	35463	True
EXR-KJENS1RID1-AN.sample_Sample_S_011_GC07_CACCGG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	311960	Saliva	53875495	311960	False
EXR-KJENS1RID1-AN.sample_Sample_S_013_BC01_TATAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	105939	Saliva	9633104	105939	False
EXR-KJENS1RID1-AN.sample_Sample_S_013_GC15_CAAAAG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	326299	Saliva	12489001	326299	False
EXR-KJENS1RID1-AN.sample_Sample_S_014_BC01_CAACTA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	3272	Saliva	6319697	3272	True
EXR-KJENS1RID1-AN.sample_Sample_S_014_GC06_AGTTCC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	32890	Saliva	6304425	32890	True
EXR-KJENS1RID1-AN.sample_Sample_S_022_BC01_CGATGT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	497299	Saliva	13110098	497299	False
EXR-KJENS1RID1-AN.sample_Sample_S_022_GC17_GTGAAA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	103481	Saliva	20422479	103481	False
EXR-KJENS1RID1-AN.sample_Sample_S_023_PC02_TCGGCA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	9020	Saliva	5858697	9020	True
EXR-KJENS1RID1-AN.sample_Sample_S_024_PC02_TCATTC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	6797	Saliva	6168018	6797	True
EXR-KJENS1RID1-AN.sample_Sample_S_031_BC01_GAGTGG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	422126	Saliva	24534288	422126	False
EXR-KJENS1RID1-AN.sample_Sample_S_031_BC01_Yr2_CACGAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	108460	Saliva	15854999	108460	False
EXR-KJENS1RID1-AN.sample_Sample_S_031_GC16_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	63722	Saliva	7451149	63722	True
EXR-KJENS1RID1-AN.sample_Sample_S_039_BC01_TAATCG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	17946	Saliva	9134636	17946	True
EXR-KJENS1RID1-AN.sample_Sample_S_039_GC06_CGGAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	1984	Saliva	7457636	1984	True
EXR-KJENS1RID1-AN.sample_Sample_S_042_BC01_CACCGG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	293695	Saliva	28710693	293695	False
EXR-KJENS1RID1-AN.sample_Sample_S_044_BC01_CGTACG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	20945	Saliva	33923084	20945	True
EXR-KJENS1RID1-AN.sample_Sample_S_044_GC16_CATGGC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	50396	Saliva	11896305	50396	True
EXR-KJENS1RID1-AN.sample_Sample_S_045_BC01_TACAGC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	34385	Saliva	12706062	34385	True
EXR-KJENS1RID1-AN.sample_Sample_S_045_GC14_CACCGG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	89403	Saliva	76903090	89403	True
EXR-KJENS1RID1-AN.sample_Sample_S_046_GC07_CTATAC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	17536	Saliva	8287345	17536	True
EXR-KJENS1RID1-AN.sample_Sample_S_046_GC09_TCATTC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	178077	Saliva	27579498	178077	False
EXR-KJENS1RID1-AN.sample_Sample_S_046_GC10_CAACTA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	140495	Saliva	21765336	140495	False
EXR-KJENS1RID1-AN.sample_Sample_S_046_GC11_CAGGCG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	770	Saliva	14365	770	True
EXR-KJENS1RID1-AN.sample_Sample_S_048_GC07_TCCCGA_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	128135	Saliva	18435404	128135	False
EXR-KJENS1RID1-AN.sample_Sample_S_048_GC08_CGATGT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	88132	Saliva	22480566	88132	True
EXR-KJENS1RID1-AN.sample_Sample_S_048_GC14_CTAGCT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	28693	Saliva	22228664	28693	True
EXR-KJENS1RID1-AN.sample_Sample_S_170_PC02_TCCCGA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	9615	Saliva	2329708	9615	True
EXR-KJENS1RID1-AN.sample_Sample_S_223_BC01_Yr2_CACTCA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	87518	Saliva	15475510	87518	True
EXR-KJENS1RID1-AN.sample_Sample_U_001_PC02_CGATGT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	130920	Urine	7749904	130920	False
EXR-KJENS1RID1-AN.sample_Sample_U_002_PC02_ACAGTG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	369481	Urine	4314189	369481	False
EXR-KJENS1RID1-AN.sample_Sample_U_004_BC01_GAGTGG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	131772	Urine	5685916	131772	False
EXR-KJENS1RID1-AN.sample_Sample_U_004_GC11_TTAGGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	29449	Urine	12996882	29449	True
EXR-KJENS1RID1-AN.sample_Sample_U_004_GC12_GTGGCC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	214512	Urine	6055951	214512	False
EXR-KJENS1RID1-AN.sample_Sample_U_005_BC01_CTCAGA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	236138	Urine	4630601	236138	False
EXR-KJENS1RID1-AN.sample_Sample_U_005_GC07_CAACTA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	357224	Urine	12740154	357224	False
EXR-KJENS1RID1-AN.sample_Sample_U_006_BC01_CGGAAT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	126299	Urine	18876123	126299	False
EXR-KJENS1RID1-AN.sample_Sample_U_006_GC06_ATCACG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	68781	Urine	7384060	68781	True
EXR-KJENS1RID1-AN.sample_Sample_U_006_GC07_AGTCAA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	119495	Urine	23194360	119495	False
EXR-KJENS1RID1-AN.sample_Sample_U_006_GC11_ATTCCT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	1638087	Urine	21682576	1638087	False
EXR-KJENS1RID1-AN.sample_Sample_U_007_BC01_TCGGCA_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	194382	Urine	18002737	194382	False
EXR-KJENS1RID1-AN.sample_Sample_U_007_GC05_ACTGAT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	223026	Urine	9559712	223026	False
EXR-KJENS1RID1-AN.sample_Sample_U_007_GC07_CGTACG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	8312	Urine	4000566	8312	True
EXR-KJENS1RID1-AN.sample_Sample_U_007_GC10_ACTGAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	82017	Urine	12501532	82017	True
EXR-KJENS1RID1-AN.sample_Sample_U_007_PC02_TTAGGC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	20244	Urine	6660601	20244	True
EXR-KJENS1RID1-AN.sample_Sample_U_008_BC01_Yr2_TATAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	140444	Urine	10922433	140444	False
EXR-KJENS1RID1-AN.sample_Sample_U_008_GC06_Yr2_CTATAC_R1_001_fastq	EXR-KJENS1RID1-AN	144687	Urine	10018513	144687	False
EXR-KJENS1RID1-AN.sample_Sample_U_008_GC08_Yr2_GTGAAA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	90625	Urine	8151189	90625	True
EXR-KJENS1RID1-AN.sample_Sample_U_010_GC02_Yr2_TACAGC_R1_001_fastq	EXR-KJENS1RID1-AN	18905	Urine	8150991	18905	True
EXR-KJENS1RID1-AN.sample_Sample_U_010_GC03_Yr2_CAGATC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	126280	Urine	11847708	126280	False
EXR-KJENS1RID1-AN.sample_Sample_U_010_GC05_Yr2_ATCACG_R1_001_fastq	EXR-KJENS1RID1-AN	238972	Urine	4752874	238972	False
EXR-KJENS1RID1-AN.sample_Sample_U_010_GC06_Yr2_CAGATC_R1_001_fastq	EXR-KJENS1RID1-AN	134948	Urine	2161828	134948	False
EXR-KJENS1RID1-AN.sample_Sample_U_010_GC07_Yr2_CCAACA_R1_001_fastq	EXR-KJENS1RID1-AN	396173	Urine	2234224	396173	False
EXR-KJENS1RID1-AN.sample_Sample_U_011_BC01_CACTCA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	159897	Urine	13404074	159897	False
EXR-KJENS1RID1-AN.sample_Sample_U_011_GC02_Yr2_AGTCAA_R1_001_fastq	EXR-KJENS1RID1-AN	8548	Urine	8609594	8548	True
EXR-KJENS1RID1-AN.sample_Sample_U_011_GC03_Yr2_AGTTCC_R1_001_fastq	EXR-KJENS1RID1-AN	30564	Urine	6528060	30564	True
EXR-KJENS1RID1-AN.sample_Sample_U_011_GC05_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	114143	Urine	11404401	114143	False
EXR-KJENS1RID1-AN.sample_Sample_U_011_GC06_Yr2_GTAGAG_R1_001_fastq	EXR-KJENS1RID1-AN	78497	Urine	5602059	78497	True
EXR-KJENS1RID1-AN.sample_Sample_U_011_GC07_GAGTGG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	29816	Urine	21150926	29816	True
EXR-KJENS1RID1-AN.sample_Sample_U_011_GC07_Yr2_GTCCGC_R1_001_fastq	EXR-KJENS1RID1-AN	369649	Urine	3747237	369649	False
EXR-KJENS1RID1-AN.sample_Sample_U_011_GC08_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	434336	Urine	8382174	434336	False
EXR-KJENS1RID1-AN.sample_Sample_U_013_BC01_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	990284	Urine	9029830	990284	False
EXR-KJENS1RID1-AN.sample_Sample_U_013_GC02_Yr2_TCCCGA_R1_001_fastq	EXR-KJENS1RID1-AN	15696	Urine	9038921	15696	True
EXR-KJENS1RID1-AN.sample_Sample_U_013_GC03_Yr2_GTTTCG_R1_001_fastq	EXR-KJENS1RID1-AN	16514	Urine	3979015	16514	True
EXR-KJENS1RID1-AN.sample_Sample_U_013_GC06_Yr2_CAAAAG_R1_001_fastq	EXR-KJENS1RID1-AN	157349	Urine	5906730	157349	False
EXR-KJENS1RID1-AN.sample_Sample_U_013_GC07_Yr2_CTATAC_R1_001_fastq	EXR-KJENS1RID1-AN	8593	Urine	5320883	8593	True
EXR-KJENS1RID1-AN.sample_Sample_U_013_GC08_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	42424	Urine	491725	42424	True
EXR-KJENS1RID1-AN.sample_Sample_U_013_GC15_ATCACG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	397982	Urine	17630537	397982	False
EXR-KJENS1RID1-AN.sample_Sample_U_014_BC01_GACGAC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	213942	Urine	4560997	213942	False
EXR-KJENS1RID1-AN.sample_Sample_U_014_BC01_Yr2_CCAACA_R1_001_fastq	EXR-KJENS1RID1-AN	5213	Urine	3197544	5213	True
EXR-KJENS1RID1-AN.sample_Sample_U_014_GC02_Yr2_TTAGGC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	130473	Urine	10647332	130473	False
EXR-KJENS1RID1-AN.sample_Sample_U_014_GC05_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	294856	Urine	10065835	294856	False
EXR-KJENS1RID1-AN.sample_Sample_U_014_GC06_GTTTCG_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	62180	Urine	8410896	62180	True
EXR-KJENS1RID1-AN.sample_Sample_U_014_GC06_Yr2_CACTCA_R1_001_fastq	EXR-KJENS1RID1-AN	19841	Urine	4599091	19841	True
EXR-KJENS1RID1-AN.sample_Sample_U_015_BC01_Yr2_GTGGCC_R1_001_fastq	EXR-KJENS1RID1-AN	85500	Urine	3708792	85500	True
EXR-KJENS1RID1-AN.sample_Sample_U_019_GC02_Yr2_CACTCA_R1_001_fastq	EXR-KJENS1RID1-AN	757325	Urine	5313928	757325	False
EXR-KJENS1RID1-AN.sample_Sample_U_019_GC03_Yr2_CGTACG_R1_001_fastq	EXR-KJENS1RID1-AN	22299	Urine	4803625	22299	True
EXR-KJENS1RID1-AN.sample_Sample_U_019_GC05_Yr2_CAGATC_R1_001_fastq	EXR-KJENS1RID1-AN	447911	Urine	5427181	447911	False
EXR-KJENS1RID1-AN.sample_Sample_U_022_BC01_CCAACA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	448863	Urine	7643371	448863	False
EXR-KJENS1RID1-AN.sample_Sample_U_022_BC01_Yr2_CGTACG_R1_001_fastq	EXR-KJENS1RID1-AN	326280	Urine	4869935	326280	False
EXR-KJENS1RID1-AN.sample_Sample_U_022_GC02_Yr2_CGGAAT_R1_001_fastq	EXR-KJENS1RID1-AN	16866	Urine	3300445	16866	True
EXR-KJENS1RID1-AN.sample_Sample_U_022_GC03_Yr2_CAGATC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	121894	Urine	15732996	121894	False
EXR-KJENS1RID1-AN.sample_Sample_U_022_GC06_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	342076	Urine	35742922	342076	False
EXR-KJENS1RID1-AN.sample_Sample_U_022_GC07_Yr2_ATCACG_R1_001_fastq	EXR-KJENS1RID1-AN	103630	Urine	5914335	103630	False
EXR-KJENS1RID1-AN.sample_Sample_U_022_GC08_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	19681	Urine	1996399	19681	True
EXR-KJENS1RID1-AN.sample_Sample_U_022_GC17_GCCAAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	112619	Urine	13176037	112619	False
EXR-KJENS1RID1-AN.sample_Sample_U_023_PC02_ACTTGA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	40381	Urine	19097885	40381	True
EXR-KJENS1RID1-AN.sample_Sample_U_024_GC02_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	352560	Urine	5434923	352560	False
EXR-KJENS1RID1-AN.sample_Sample_U_024_GC03_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	20538	Urine	362887	20538	True
EXR-KJENS1RID1-AN.sample_Sample_U_024_GC06_Yr2_ACTTGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	173920	Urine	5510334	173920	False
EXR-KJENS1RID1-AN.sample_Sample_U_024_GC07_Yr2_ACTGAT_R1_001_fastq	EXR-KJENS1RID1-AN	534562	Urine	2953258	534562	False
EXR-KJENS1RID1-AN.sample_Sample_U_024_GC08_Yr2_CAGATC_R1_001_fastq	EXR-KJENS1RID1-AN	89929	Urine	341658	89929	True
EXR-KJENS1RID1-AN.sample_Sample_U_024_PC02_GTAGAG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	601915	Urine	7874021	601915	False
EXR-KJENS1RID1-AN.sample_Sample_U_025_GC03_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	22900	Urine	2871708	22900	True
EXR-KJENS1RID1-AN.sample_Sample_U_025_GC06_Yr2_CGGAAT_R1_001_fastq	EXR-KJENS1RID1-AN	90653	Urine	5204437	90653	True
EXR-KJENS1RID1-AN.sample_Sample_U_025_GC07_Yr2_TCCCGA_R1_001_fastq	EXR-KJENS1RID1-AN	24969	Urine	5571216	24969	True
EXR-KJENS1RID1-AN.sample_Sample_U_025_GC08_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	129939	Urine	5874009	129939	False
EXR-KJENS1RID1-AN.sample_Sample_U_029_BC01_Yr2_CAGGCG_R1_001_fastq	EXR-KJENS1RID1-AN	1811	Urine	248102	1811	True
EXR-KJENS1RID1-AN.sample_Sample_U_029_GC02_Yr2_CTAGCT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	123557	Urine	11606875	123557	False
EXR-KJENS1RID1-AN.sample_Sample_U_029_GC03_Yr2_CAGGCG_R1_001_fastq	EXR-KJENS1RID1-AN	10110	Urine	8153736	10110	True
EXR-KJENS1RID1-AN.sample_Sample_U_029_GC05_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	108510	Urine	4682089	108510	False
EXR-KJENS1RID1-AN.sample_Sample_U_029_GC06_Yr2_CATGGC_R1_001_fastq	EXR-KJENS1RID1-AN	6043	Urine	3287593	6043	True
EXR-KJENS1RID1-AN.sample_Sample_U_029_GC07_Yr2_TCATTC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	95395	Urine	11626175	95395	True
EXR-KJENS1RID1-AN.sample_Sample_U_029_GC08_Yr2_CCGTCC_R1_001_fastq	EXR-KJENS1RID1-AN	84294	Urine	15078569	84294	True
EXR-KJENS1RID1-AN.sample_Sample_U_030_BC01_Yr2_CACTCA_R1_001_fastq	EXR-KJENS1RID1-AN	1855	Urine	93953	1855	True
EXR-KJENS1RID1-AN.sample_Sample_U_030_GC02_Yr2_CTCAGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	122175	Urine	14202218	122175	False
EXR-KJENS1RID1-AN.sample_Sample_U_030_GC03_Yr2_ACTTGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	143078	Urine	14034069	143078	False
EXR-KJENS1RID1-AN.sample_Sample_U_030_GC05_Yr2_GTGGCC_R1_001_fastq	EXR-KJENS1RID1-AN	578663	Urine	12541778	578663	False
EXR-KJENS1RID1-AN.sample_Sample_U_030_GC07_Yr2_TAATCG_R1_001_fastq	EXR-KJENS1RID1-AN	181340	Urine	3775417	181340	False
EXR-KJENS1RID1-AN.sample_Sample_U_030_GC08_Yr2_CATTTT_R1_001_fastq	EXR-KJENS1RID1-AN	152543	Urine	2366628	152543	False
EXR-KJENS1RID1-AN.sample_Sample_U_031_BC01_ATGAGC_R1_001_fastq	EXR-KJENS1RID1-AN	594045	Urine	21587358	594045	False
EXR-KJENS1RID1-AN.sample_Sample_U_031_BC01_Yr2_GCCAAT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	355952	Urine	12525139	355952	False
EXR-KJENS1RID1-AN.sample_Sample_U_031_GC08_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	7679	Urine	511071	7679	True
EXR-KJENS1RID1-AN.sample_Sample_U_031_GC16_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	56342	Urine	5067610	56342	True
EXR-KJENS1RID1-AN.sample_Sample_U_036_BC01_Yr2_CAACTA_R1_001_fastq	EXR-KJENS1RID1-AN	34274	Urine	6452427	34274	True
EXR-KJENS1RID1-AN.sample_Sample_U_036_GC06_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	257933	Urine	8294419	257933	False
EXR-KJENS1RID1-AN.sample_Sample_U_036_GC08_Yr2_ATGAGC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	103357	Urine	10580278	103357	False
EXR-KJENS1RID1-AN.sample_Sample_U_039_BC01_ACTGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	5195	Urine	653231	5195	True
EXR-KJENS1RID1-AN.sample_Sample_U_039_GC02_Yr2_ATCACG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	186722	Urine	10011059	186722	False
EXR-KJENS1RID1-AN.sample_Sample_U_039_GC06_CAGATC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	240241	Urine	6262052	240241	False
