	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	biofluid
sample_BFSUltra3_27_S26_L005_R1_001_125_160_fastq	11.176158441917302	-4.655232573516504	-6.01761850893414	1.2438546672281248	-0.7424317389252417	-4.764757747194332	0.4702737813000756	0.009697688769267908	0.7977020065303447	0.573760842247522	Serum
sample_BFSmiRCury1_43_S174_L008_R1_001_125_160_fastq	5.265743200470699	1.3527324537913898	2.363325924877378	-0.3250287396845653	-2.994349355255829	4.979362948785593	2.7961447944028133	-4.902306462815872	2.3048861663228193	-0.9125477893363712	Serum
sample_BFSmiRCury2_44_S175_L008_R1_001_125_160_fastq	2.7949492355318957	1.5193604768613522	3.9311105993774738	-2.744343798829323	-2.7945110614453794	3.727620397594566	5.74604544536178	-4.408581584377224	5.691225206753612	5.002988278335149	Serum
sample_BFSmiRCury3_45_fastq	-0.8673652334217351	-0.837155954194864	1.197202216149448	-0.8387128525431776	-5.668602374551559	4.717096698616475	2.611442474699975	-1.191424711431952	2.730826809145923	-1.871919616467498	Serum
sample_BFSmiRNeasy2_14_S151_L008_R1_001_125_160_fastq	3.8643873400587734	0.832291141656871	8.71259630992001	-5.469905201268465	2.6638050280294023	-3.4380395838309465	-4.114204773126041	-0.03169127632883147	-3.5954811323987395	-1.4085750147800145	Serum
sample_BMPExiqon1_58_S95_L003_R1_001_115_180_fastq	10.31057672093928	-1.4325169225820036	0.2906899832220549	3.1455656167259374	2.0459181312807773	1.285247281854926	-1.294551850487411	1.9427237206065493	2.5275357740707305	-1.0355876355375353	Plasma
sample_BMPExiqon2_59_S96_L003_R1_001_115_180_fastq	7.895324970635688	-0.6896974293613548	-0.436874712022591	0.8963218989276889	0.8857006333296552	3.4194440653605755	-0.5354785382437174	1.8337344153899595	0.9198789226908562	-0.4878402416752656	Plasma
sample_BMPExiqon3_60_S97_L003_R1_001_115_180_fastq	9.945799957106036	-2.5206006843134006	-3.627114930464321	0.31388259208218966	1.7404251352609201	0.8003306783105576	-1.7787114100590764	0.6678353285072696	2.9259616498818	-0.20010727313156013	Plasma
sample_BMPExoQuick1_88_S121_L003_R1_001_115_180_fastq	4.42586830461758	-1.032917192061168	-1.0065014177632121	-3.4092834817781497	-0.17817664939157254	2.7390851332867108	1.5029371968911567	-3.1506982886669403	-0.479788926837114	1.170679424876612	Plasma
sample_BMPExoQuick2_89_S122_L003_R1_001_115_180_fastq	4.610208026848293	1.1777307673970892	5.478022661278978	3.8784643212998873	0.5267772573285374	4.923376218376202	-1.9797652249233975	-0.7432659317692858	-1.3690297604230008	1.3338598697194346	Plasma
sample_BMPExoQuick3_90_S123_L003_R1_001_115_180_fastq	2.9185812168675276	0.4611826459404677	3.9993699836475702	-2.2101631380888542	-1.8212475624137219	5.314000019332596	0.175256761158601	-0.5537665097067042	-1.4487827608856632	1.4955151161145708	Plasma
sample_BMPExoRNeasy2_53_S90_L003_R1_001_115_180_fastq	12.544404123593962	-3.3815805062982065	-4.788672634451018	6.565845282934024	-0.15638355246466815	-3.2371267843360494	2.7514167018088234	1.043418010091498	-0.5026734033246637	-1.185336177518001	Plasma
sample_BMPExoRNeasy3_54_S91_L003_R1_001_115_180_fastq	12.717215281844561	-3.316736801459485	-5.841936294503581	5.6368254149830195	0.1963125239313417	-4.203214497798845	2.9282232969361104	0.9602899417640555	-0.24271034146692466	-1.7855234152721846	Plasma
sample_BMPME1_82_fastq	-1.3585251400235243	-0.5842123082144504	1.1651380951119805	-1.498283005176329	-6.822690842743311	-0.6196219349886267	-1.3472894605465748	-0.9072330005913947	-1.8685510567854162	0.5140538198036405	Plasma
sample_BMPME2_83_S116_L003_R1_001_115_180_fastq	1.804010217420166	-1.5224073370977462	1.0921976266274545	-3.8888479956337814	-7.527817153065528	-0.44695371119284744	-0.38805486039461273	1.650034329369949	1.961508371134969	-1.8774314596572939	Plasma
sample_BMPME3_84_S117_L003_R1_001_115_180_fastq	-2.385196608257286	-2.3737386456888947	0.16376836612495477	-1.876319717497068	-8.966818475939888	-1.6825493769132385	-0.9342641726444353	-0.2431550383361698	2.0421303716649555	1.3563354743734817	Plasma
sample_BMPMillipore1_70_S104_L003_R1_001_115_180_fastq	5.584412221332139	-1.1015244531913304	3.3335168642586828	-3.7852204801298655	3.8946311173684607	-0.18731807449332197	-3.5513153651774187	0.23679438253936533	1.3040055988700348	-0.30246224311682696	Plasma
sample_BMPMillipore2_71_S105_L003_R1_001_115_180_fastq	8.649074548559977	-2.6902665583798697	-1.2191822767579361	-4.119646287595411	2.7556047638774874	-1.508398744374382	-3.128716392850224	3.3812808578184623	2.301923032715066	-0.7929740464111763	Plasma
sample_BMPMillipore3_72_S106_L003_R1_001_115_180_fastq	5.2749193070083455	-2.5186212878929264	1.0183298944528842	-5.64457253552758	1.8521452314660811	-1.9914106926708952	-3.2292778774958024	0.7508372784598493	-2.8581192488159757	-1.53463404535174	Plasma
sample_BMPUltra1_76_S110_L003_R1_001_115_180_fastq	7.3912935093008425	-1.7750123139254166	-4.539091240999906	1.5136522154230327	-3.754300398402686	-2.303421293550004	0.8818060703182679	-0.5719639523619584	-1.9095274745707336	0.5530512949560354	Plasma
sample_BMPUltra2_77_S120_L007_R1_001_125_160_fastq	4.086070679514989	-0.8622522337609968	-1.6244063783773406	-1.7247511614945186	-6.81116839982663	-3.563267277182333	-0.5729424331564321	1.5404982872456767	0.3257238092608926	4.090027037214738	Plasma
sample_BMPUltra3_78_S111_L003_R1_001_115_180_fastq	6.373501136881084	-2.9753045967832525	-1.89040815880779	0.36503754496469687	-6.008966273525399	-4.695389076725608	-1.1499591515445022	0.6690784852659902	-3.491001273711171	3.937684599364317	Plasma
sample_BMPmiRCury1_94_S127_L003_R1_001_115_180_fastq	-0.5060347761556953	-0.3592666450771296	3.5506388893035887	-0.8901187495489699	-6.526125038067991	3.310926111811558	0.26382652248738936	4.566077691215485	2.3157586256895013	-4.075259471288622	Plasma
sample_BMPmiRCury2_95_S138_L007_R1_001_125_160_fastq	-4.67312564970433	-1.4246430896435918	1.0959977356532535	-4.532232143449072	-7.467773076511791	3.7674453419516367	2.5813062079002793	5.102387336353253	4.162683221863933	0.09653142623358021	Plasma
sample_BMPmiRNeasy2_65_S154_L008_R1_001_125_160_fastq	-2.434237361417798	-0.5727838702033979	10.042243653791372	-10.23472750117181	6.080745188688452	-4.888621083069804	1.8945993671860524	-1.58553665773891	-5.09663880169953	-2.59966023035903	Plasma
sample_BMPmiRNeasy3_66_S109_L007_R1_001_125_160_fastq	-15.234426603113908	-4.410900274464962	7.497262422341786	-5.1608478166715095	3.9171300151212907	-3.221931890230713	7.775472215540563	7.523286544469933	-2.655792340095578	-0.9143524447777573	Plasma
sample_BMSExiqon1_10_S9_L005_R1_001_125_160_fastq	10.699517394652608	-1.9028913373714436	-3.406624097680008	-1.259268179409138	3.230369143245337	2.2685197494839344	-3.8378418089701993	0.43899891959409026	4.441928827689097	1.0468796364167403	Serum
sample_BMSExiqon2_11_S10_L005_R1_001_125_160_fastq	9.035189967988044	-1.9612591158641077	-1.9841343519494004	-4.263480820482834	2.770311195100596	2.122969975282151	-1.7482276577084763	0.48841124579032985	2.653074280643613	-0.723834922973474	Serum
sample_BMSExiqon3_12_S11_L005_R1_001_125_160_fastq	10.637301788139306	-0.8747542854589183	-3.358997511751881	-2.1661890288615457	2.527148623777758	3.2501800839310073	-2.912130649658259	-0.3592205301189237	3.5554628146628118	0.03275007291954294	Serum
sample_BMSExoQuick1_40_S39_L005_R1_001_125_160_fastq	9.844387101010524	-1.4047980326385585	-2.4014806332878313	-2.529937237989547	1.8401502291765404	1.5878221643224832	0.7869704370113842	-4.570879544405824	-0.2121389127963484	-0.09828469630453435	Serum
sample_BMSExoQuick2_41_S40_L005_R1_001_125_160_fastq	9.883696618688164	-1.7963689980549589	-1.1078062713952783	1.781119132847273	2.1587209517017603	1.3657547019968717	1.05233213942062	-0.33067956011808325	-1.1652147794915526	0.3999743712214346	Serum
sample_BMSExoQuick3_42_S41_L005_R1_001_125_160_fastq	10.460129613597228	-1.0120809670327904	-1.2040764148220915	1.810696464957593	2.297155464344549	0.15184334965007806	1.759330380596112	-2.3004693796565543	-0.7141834706796575	-0.603540034025083	Serum
sample_BMSExoRNeasy2_5_S4_L005_R1_001_125_160_fastq	11.10460200169246	-3.697464261202983	-7.361976751926224	2.8418563697692742	-0.8823110805973942	-4.598649423928441	1.304446448264593	-0.41809709146090995	1.2086163066899065	-1.191963616122371	Serum
sample_BMSExoRNeasy3_6_S5_L005_R1_001_125_160_fastq	12.872565529871098	-4.284292268746562	-7.221350732163292	2.0731501692299292	0.7751879563876265	-4.393596497362312	1.7888533664047568	0.05857631577497436	1.7267548511796433	0.6017384461351017	Serum
sample_BMSME1_34_fastq	3.536188569933322	-3.2445328301074916	-2.400575547210511	-0.08339210287788988	-5.55090798211338	-4.908480991979703	-1.684857410201311	-2.638786673065762	0.48211137498360557	1.9851957450756346	Serum
sample_BMSME2_35_fastq	2.776242663126947	-2.7007327204148304	-2.126419532792123	-1.388251268463898	-5.796716144985677	-2.6860913998947336	-1.7207947382287365	-2.650040734339874	0.3371382295654946	-0.007288648875256589	Serum
sample_BMSME3_36_S35_L005_R1_001_125_160_fastq	1.174660552514292	-3.919595360175216	-2.6994831322185995	-2.169752007147731	-7.313597271813284	-4.450741337594198	-0.4566077355265448	-3.0805467880100545	2.2136352693275985	2.650024230012498	Serum
sample_BMSMillipore1_22_S21_L005_R1_001_125_160_fastq	6.977048577501325	-1.7306747572844992	0.7438312248804244	-5.33604518267159	3.128323808482545	1.4533160737148396	-5.818642951951354	0.5208911852522256	1.0959816409762078	1.8371681742934982	Serum
sample_BMSMillipore2_23_S22_L005_R1_001_125_160_fastq	6.628395643937084	-1.779320996689136	0.5858577702233875	-7.09313475262023	2.3340905152965963	-3.1169600905020056	-3.280671087047834	-1.0794544631472092	-1.405079175018594	1.5440639241908953	Serum
sample_BMSMillipore3_24_S23_L005_R1_001_125_160_fastq	5.839486392348829	-1.329237716763837	2.450753293320568	-8.67031856555099	4.442401070362956	-0.6412337400058219	-5.063277983691391	0.9050462593704262	3.135311181010495	0.4333324090898897	Serum
sample_BMSUltra1_28_S27_L005_R1_001_125_160_fastq	12.01284907009677	-4.023290997723712	-5.06909099365842	3.750692553316202	0.08954467724856538	-3.868595607132642	-0.15717359909883852	-0.5854406146209781	1.0673850458225898	-0.935250574607884	Serum
sample_BMSUltra2_29_S28_L005_R1_001_125_160_fastq	10.530177949869271	-4.877154754022557	-5.1925898011860365	1.5921305662644887	-0.7745037827284071	-4.691917743684719	-0.7324093966764914	0.3272918703664216	-1.3963895761173304	0.46066462923542867	Serum
sample_BMSUltra3_30_S29_L005_R1_001_125_160_fastq	10.33261447349802	-4.30917973972573	-5.067019623474686	1.8372132439239042	-0.6562423499816838	-6.165229566953539	-0.5328652806504087	-0.5292003057045841	0.44869939385645796	-0.8287261243366105	Serum
sample_BMSmiRCury1_46_S45_L005_R1_001_125_160_fastq	-1.2449877175830812	-0.43969174265425637	2.247187326216649	-2.882952937817392	-7.037077870526978	2.205670088110121	0.1324148900755024	0.3714531427677122	1.1893018649600906	-0.44333772148684014	Serum
sample_BMSmiRCury2_47_S178_L008_R1_001_125_160_fastq	-3.2773617482334405	1.3755075389565337	2.635458855430877	-2.727241715172647	-6.666337864064305	2.230641679851995	0.7274187118761181	-2.03062976652361	3.611568782621597	-1.5979983492401426	Serum
sample_BMSmiRNeasy1_16_S153_L008_R1_001_125_160_fastq	-3.743194136101549	0.5655154612140882	9.206699021654304	-7.77380805710234	4.054816026724943	-2.4546699651496717	7.6110118467880135	-2.4784937497670207	2.34275965656161	-1.6092965482983062	Serum
sample_BMSmiRNeasy2_17_S108_L007_R1_001_125_160_fastq	1.8133224576748939	-0.35781602165514503	4.218977089687906	-10.80785868715978	1.7644987661856855	-2.0314271813864417	-4.960106338705362	1.9525811769636061	-2.4595343563833123	-3.0562980246332527	Serum
sample_BMSmiRNeasy3_18_Idx2_S193_L001_R1_001_fastq	-9.670738350661672	-2.269853725104784	6.565826487294397	-10.25601859786314	5.069585396738172	-4.007674139820527	1.4206909601338846	-2.704217974697367	-1.7521147199298803	-8.294825024837268	Serum
sample_BMSmiRNeasy3_18_S155_L008_R1_001_125_160_fastq	-8.304985149188484	-0.668075854977662	11.597364397595081	-5.577382298166642	4.840085782385493	-3.9617209786659733	7.058811530882775	-1.2768941563934013	2.2835132378471954	1.1217595242052198	Serum
sample_DFPExoRNeasy1_177_fastq	8.529519205247988	-2.616797204465773	-3.60582488771746	2.539151131214612	-2.8104352079840633	-2.7582079745030095	2.0046646917617363	1.101565808856359	-0.586448404695474	-0.34724303604030915	Plasma
sample_DFPmiRNeasy1_181_S169_L008_R1_001_125_160_fastq	8.349356919480885	-0.4939084412834362	3.7584724303350265	-4.297684925240023	-0.9423410090452395	-1.715569017110478	-4.841319495886278	7.044571138208712	-5.272476328320582	4.324801445959011	Plasma
sample_DMPExiqon1_180_fastq	-2.1389646914174305	0.6246309149801013	2.964491614592792	-2.305505782505587	-7.241624422463446	-1.1937054412809682	0.7361709073925704	1.5063533217872787	0.3098523094383063	-1.9528251889743704	Plasma
sample_DMPExoRNeasy1_178_fastq	9.959435555921061	-3.9149843535329074	-5.632017652110123	2.8148320613116704	-1.1583536398482113	-4.392454583058637	1.1837897063095952	1.969258723585248	-0.24353790370877004	-1.0429168220837814	Plasma
sample_GFPExiqon1_123_fastq	12.887309471982144	-0.6430437577424766	-3.441320138258864	1.0437055096483627	4.320370196102349	2.8827823538797603	-0.47862358580919206	2.3854900953356974	0.702849395076127	0.17319035778396702	Plasma
sample_GFPExoRNeasy1_121_fastq	9.879817927008174	2.924951465335208	4.228834339519971	11.08884913963255	0.7799361983615851	-2.2850896384220807	-1.2518205216392713	0.37209968676203564	0.542287658150046	-1.1999739199277217	Plasma
sample_GFPME1_131_fastq	0.44768826457289934	2.993583949370581	2.12872120957638	-2.9406178581807927	-5.591911489613186	2.3254394953471067	-1.6049465534763165	0.9703560371058491	-0.8869902263824676	-0.7304876745473038	Plasma
sample_GFPNor1_133_fastq	6.528521464763027	3.0708723155446718	3.9217854268518173	6.686860960514043	0.7041385526525907	4.371002698888069	-0.07543519454759512	-0.7241885656241787	0.365801298598036	-3.089351603168712	Plasma
sample_GFPNor2_134_fastq	8.010962473815331	2.6044430591322096	3.0121972764202503	5.446417880139473	1.3918573479420675	4.557948135413719	1.1071809376750272	0.16012563368885835	-2.5196558290063877	-1.6277914368613366	Plasma
sample_GFPNor3_135_S170_L008_R1_001_125_160_fastq	-3.1000412751244584	3.061374105317307	6.300148852969898	1.2668218453168276	-3.2644291332552418	0.6564018732990234	1.881767370191137	1.1768775253068442	3.02423984624073	-4.037277889578327	Plasma
sample_GFPNor_Ami1_139_fastq	3.974282670840134	2.176854811798826	2.4493605986830276	0.44899244250820847	-1.0243321068857831	2.6344545431324393	0.717163908225411	-1.0785670097818052	-0.9954602830574792	-0.25033680325245083	Plasma
sample_GFPNor_Ami2_140_fastq	2.118557276314215	0.16230610946354493	1.7826346124522539	-0.7038190737858262	-1.3706060592879656	3.4841463903996197	1.041128428310279	-3.2329377916843827	-2.2177164060602856	-2.382216074183284	Plasma
sample_GFPNor_Ami3_141_fastq	3.9851683973301815	2.8144197796185972	3.50994189685984	1.3418282053991901	-0.7363543663988902	3.2126536956421954	2.1774682920984256	2.7497894812990333	-5.505465239655383	-0.5337880482685666	Plasma
sample_GFPUltra1_129_S166_L008_R1_001_125_160_fastq	-1.5954962239197523	-0.08445038186893107	11.97486527315213	-6.789891576957997	9.590813607445941	-9.441970041440332	4.899571695644883	-1.5106920718355565	0.0328356332386012	3.252283076242204	Plasma
sample_GFPmiRNeasy1_125_S164_L008_R1_001_125_160_fastq	-1.585478358676966	1.7094292154211403	10.889888161544615	-4.654609543587008	4.23465170031406	-5.433213118456364	1.4302954889260604	-1.254684749872304	2.6999276892805946	4.1649944884515575	Plasma
sample_GFSME1_107_S148_L008_R1_001_125_160_fastq	-0.3183953053969772	2.4318336636230247	6.466704230335419	-4.326338179663476	-3.3674473758418757	1.1732658772066011	-1.2577360382539489	-0.9842815261000829	0.47456150596794483	5.211468088650161	Serum
sample_GFSNor1_109_S59_L006_R1_001_125_160_fastq	8.9721569963248	-1.359835761782376	-2.997153300980115	2.117462641733628	-0.5090105192827261	1.7550182917075672	2.939214845948111	2.261672056745248	-0.8363504945939956	-1.480233491184633	Serum
sample_GFSNor2_110_S60_L006_R1_001_125_160_fastq	7.0574465380648315	-1.1042965312865238	-2.2878621057177866	0.40299740684625174	-2.140278642467401	3.056936014287422	0.11343200402232141	1.2726293608370203	-0.5037317730844757	-0.8108827339286628	Serum
sample_GFSNor3_111_S106_L007_R1_001_125_160_fastq	-12.141076786388075	-0.8191370070362612	3.0909990039919686	-4.065266508857584	-7.746125626848756	0.6997470157572258	3.1930993880505323	4.361605149806677	1.610188189342599	-1.5569233839563028	Serum
sample_GFSNor_Ami1_115_S65_L006_R1_001_125_160_fastq	4.51329244954572	-0.672958774485475	1.8285389350397914	-3.8258267069738405	0.9322842897036432	1.2818383654528243	2.305539244345626	0.19985406254540702	-1.7625595295749021	0.7638746245924206	Serum
