PC	variance_explained_pct	cumulative_variance_pct
PC1	30.152189104041454	30.152189104041454
PC2	6.6755096798503	36.827698783891755
PC3	6.184394662362983	43.01209344625474
PC4	4.649284918241449	47.66137836449619
PC5	2.934857860387826	50.59623622488401
PC6	1.9582315541301223	52.55446777901413
PC7	1.2620474529851422	53.816515231999276
PC8	1.0845808849018546	54.90109611690113
PC9	0.9307812422985738	55.8318773591997
PC10	0.8312171862665342	56.66309454546624
