PC	variance_explained_pct	cumulative_variance_pct
PC1	34.66983580397017	34.66983580397017
PC2	8.54775052960357	43.21758633357374
PC3	4.9170737036871905	48.13466003726093
PC4	4.135625832793625	52.27028587005455
PC5	2.3208198690515345	54.591105739106084
PC6	1.3900949887601095	55.981200727866195
PC7	1.204060674522783	57.18526140238898
PC8	0.9453622908937775	58.13062369328276
PC9	0.8609172736165503	58.99154096689931
PC10	0.8246623452426647	59.81620331214197
