miRNA	biofluid	logFC	AveExpr	t	P.Value	adj.P.Val	B	AUC	n_target	n_rest
hsa-miR-1273h-3p	Urine	-3.67234795540333	4.66510202740031	-26.3761168913536	4.1804714621466e-93	1.15723050929422e-91	201.780501246315	0.0545593869731801	203	225
hsa-miR-598-3p	Urine	1.02254307701524	3.67009651562573	7.1729208441231	3.07272565988912e-12	5.4556557634766e-12	16.4930210701828	0.68991789819376	203	225
hsa-miR-1287-5p	Urine	-1.05040780902115	3.72282743166783	-7.40771245661368	6.47476851419289e-13	1.17355179319746e-12	18.0183486018449	0.295566502463054	203	225
hsa-miR-92a-1-5p	Urine	0.620265309432842	3.43150073068074	4.50659896613527	8.42524173028208e-06	1.11785887009625e-05	2.06462970468974	0.623207443897099	203	225
hsa-miR-548e-5p	Urine	-1.23117868402819	3.56614255260639	-9.53971321663676	9.38944987456616e-20	2.42295549729271e-19	33.5640467665788	0.241510673234811	203	225
hsa-miR-195-3p	Urine	1.13469994710317	2.45418081145448	7.71159443238103	8.16366005493838e-14	1.5344657325486e-13	20.0643191205536	0.716672140120416	203	225
hsa-miR-489-3p	Urine	5.40688485098332	2.64552232450524	28.3184311924865	9.72806182804714e-102	3.70274353330044e-100	221.601515359985	0.962342638204707	203	225
hsa-miR-34c-5p	Urine	2.12279276904685	2.87309256653463	8.73781859067716	4.83434537432407e-17	1.07449501203042e-16	27.3945071706625	0.737777777777778	203	225
hsa-miR-1908-5p	Urine	-1.11348976815538	3.42330878595937	-6.66239190094126	7.95057497651432e-11	1.3157337393199e-10	13.2990531931038	0.306360153256705	203	225
hsa-miR-18b-5p	Urine	0.721453611527474	2.31553750503573	5.29399703806595	1.88114238547889e-07	2.70192385084114e-07	5.73364096091409	0.644926108374384	203	225
hsa-miR-185-5p	Urine	-2.58249487916987	4.61178227891863	-15.4211328817014	2.55923680731235e-43	1.34359932383898e-42	87.4794067998111	0.154833059660646	203	225
hsa-miR-138-5p	Urine	3.87748546611656	3.58056088741017	18.8360020831811	1.13738183454622e-58	8.65831921548309e-58	122.718379866855	0.894844006568144	203	225
hsa-miR-539-5p	Urine	-0.389613515610424	2.84156569586286	-2.53886768221197	0.0114596965587299	0.0135513693286728	-4.66729934125156	0.410421455938697	203	225
hsa-miR-29b-2-5p	Urine	1.162621563797	2.41457271057097	8.41248765894352	5.47341457461747e-16	1.14941706066967e-15	24.9988353590872	0.730837438423645	203	225
hsa-miR-371b-5p	Urine	0.834928654158468	2.3067323085606	4.21471191368677	3.02819483477388e-05	3.97450572064071e-05	0.848623348764341	0.671505199781062	203	225
hsa-miR-7848-3p	Urine	0.34336198165302	2.4253718700477	2.45934902292362	0.0142971826685611	0.0167442004714494	-4.86100313195487	0.544937055281883	203	225
hsa-miR-3150b-3p	Urine	1.43405341829799	1.97232590473525	8.10741282027723	5.02341987911327e-15	1.00633641657236e-14	22.8125153937347	0.722911877394636	203	225
hsa-miR-1538	Urine	-0.390408564814629	3.14827153186287	-2.74805539623558	0.00623785647178026	0.0074780602191224	-4.12542367289209	0.394220032840722	203	225
hsa-miR-1294	Urine	-0.182805737945864	2.76044020816936	-1.31544628641195	0.189035153339043	0.204844143031098	-7.00501125679583	0.450574712643678	203	225
hsa-miR-136-5p	Urine	0.370515228483061	2.98829015075203	2.38121084540907	0.0176742025417232	0.0204630976195997	-5.05226596565578	0.5464039408867	203	225
hsa-miR-98-3p	Urine	-0.00576386434179311	3.71421646915682	-0.0373523795281085	0.970220738599874	0.971816496393624	-7.87574528155127	0.489655172413793	203	225
hsa-miR-1343-3p	Urine	0.35371640859842	2.85715647821106	2.5222389278535	0.0120077507512619	0.0141719383866637	-4.70979753010863	0.54655719759168	203	225
hsa-miR-340-3p	Urine	-1.37465908329963	3.87765415690346	-7.83788728995716	3.39087729893747e-14	6.51433525253286e-14	20.9199420783801	0.276737821565408	203	225
hsa-miR-195-5p	Urine	0.804645740886685	3.37621185926582	5.17321738978729	3.48251737882239e-07	4.90938213820101e-07	5.13238200619327	0.632665571975917	203	225
hsa-miR-3688-3p	Urine	0.202260910297032	2.55117316705702	1.55223904329701	0.121313650283924	0.133840603302372	-6.66552478372417	0.529414340448823	203	225
